rh.aparc.curvind	rh_bankssts_curvind	rh_caudalanteriorcingulate_curvind	rh_caudalmiddlefrontal_curvind	rh_cuneus_curvind	rh_entorhinal_curvind	rh_fusiform_curvind	rh_inferiorparietal_curvind	rh_inferiortemporal_curvind	rh_isthmuscingulate_curvind	rh_lateraloccipital_curvind	rh_lateralorbitofrontal_curvind	rh_lingual_curvind	rh_medialorbitofrontal_curvind	rh_middletemporal_curvind	rh_parahippocampal_curvind	rh_paracentral_curvind	rh_parsopercularis_curvind	rh_parsorbitalis_curvind	rh_parstriangularis_curvind	rh_pericalcarine_curvind	rh_postcentral_curvind	rh_posteriorcingulate_curvind	rh_precentral_curvind	rh_precuneus_curvind	rh_rostralanteriorcingulate_curvind	rh_rostralmiddlefrontal_curvind	rh_superiorfrontal_curvind	rh_superiorparietal_curvind	rh_superiortemporal_curvind	rh_supramarginal_curvind	rh_frontalpole_curvind	rh_temporalpole_curvind	rh_transversetemporal_curvind	rh_insula_curvind	BrainSegVolNotVent	eTIV
067_S_1253.nii	1.1	0.6	2.4	4.3	0.5	5.5	8.9	5.7	1.6	10.6	6.1	9.0	3.2	5.2	1.0	2.4	2.0	1.7	2.2	3.5	6.0	2.3	9.3	5.9	1.1	11.6	12.8	8.3	3.8	5.4	0.7	1.1	0.5	6.7	1004115.0	1510905.32258
128_S_0135.nii	0.7	1.4	5.2	4.3	0.9	7.0	8.2	8.3	2.9	9.7	6.3	9.2	4.3	8.3	0.5	2.6	2.6	1.8	3.1	2.8	7.0	1.8	11.0	7.9	2.0	12.7	12.7	10.7	4.8	8.2	1.4	1.1	0.8	6.7	979226.0	1485383.71954
099_S_0470.nii	0.9	1.5	4.7	3.2	0.4	4.4	7.4	5.7	1.5	9.5	5.2	5.4	3.7	5.5	0.5	2.6	3.1	1.4	3.6	3.0	6.1	1.5	8.2	6.1	1.1	10.3	14.3	8.0	3.9	5.1	0.7	1.4	0.5	3.8	980126.0	1501216.64133
011_S_0023.nii	0.9	2.0	3.1	3.0	0.6	4.7	7.4	5.1	2.1	7.9	4.0	6.9	2.6	5.3	0.6	1.9	2.5	1.1	1.8	2.6	5.7	1.9	7.0	6.2	1.0	9.7	8.3	7.6	5.6	6.5	0.6	1.0	0.5	4.0	1088609.0	1613014.10843
005_S_0602.nii	1.1	0.8	1.9	2.1	0.8	3.7	6.6	4.0	1.5	7.8	3.5	5.6	2.8	4.5	0.6	1.8	1.1	1.2	1.7	2.1	4.6	1.5	5.6	4.8	0.8	8.1	7.6	6.3	3.7	4.6	0.6	0.9	0.4	4.7	1073240.0	1428034.92324
020_S_0899.nii	0.9	1.0	2.4	2.6	0.5	4.2	7.4	4.9	1.1	8.0	4.4	4.9	4.3	4.0	0.5	2.2	1.5	1.5	1.5	1.6	5.0	2.2	8.2	5.0	1.4	10.4	10.5	6.5	4.3	4.4	1.5	1.2	0.3	4.2	873241.0	1387340.53391
067_S_0812.nii	1.0	0.7	4.9	2.9	0.8	3.7	7.7	5.2	2.1	8.3	5.7	6.2	4.9	5.1	0.4	2.3	2.2	2.7	2.6	2.9	5.2	2.0	9.5	6.2	1.3	13.3	13.1	9.2	5.1	7.6	1.2	0.8	0.9	4.7	960668.0	1590187.6745
141_S_0697.nii	1.5	3.4	6.7	4.7	1.2	6.7	15.7	8.6	2.9	12.3	8.1	6.7	7.0	9.2	0.8	5.1	2.8	3.9	3.1	3.6	8.9	3.0	12.6	12.4	1.6	17.4	26.9	12.9	7.3	13.9	1.8	1.9	1.6	8.6	956423.0	1576689.46939
128_S_0188.nii	1.0	2.1	6.2	3.8	0.7	6.7	15.3	8.2	2.1	13.5	12.3	17.1	6.9	11.1	0.9	4.1	3.3	4.1	2.5	8.3	9.2	2.5	14.2	10.4	2.1	21.5	24.9	10.0	9.3	8.9	2.5	1.7	0.6	13.8	1149362.0	1821859.30218
098_S_0160.nii	1.4	0.7	3.5	3.8	0.8	5.5	8.0	6.2	2.0	12.2	5.5	8.2	3.6	5.4	0.5	2.2	1.8	2.3	3.8	3.4	4.3	2.1	8.5	7.9	0.4	11.7	10.1	8.5	4.0	4.9	1.0	0.8	0.4	3.4	1086127.0	1755848.64757
033_S_0733.nii	0.9	0.7	1.9	3.0	0.8	4.2	6.7	4.1	1.0	7.2	4.4	5.8	2.5	3.3	0.3	1.6	1.8	1.4	2.3	3.1	4.0	1.5	6.0	4.6	1.1	10.0	9.6	6.9	3.3	4.2	0.7	1.1	0.3	5.0	922519.0	1347699.11439
018_S_0087.nii	1.0	0.9	4.5	3.6	0.6	5.4	10.0	6.0	1.8	10.5	5.4	4.7	3.2	4.8	0.5	3.7	2.9	1.6	2.4	2.1	5.5	2.3	11.0	7.5	1.8	10.8	12.9	8.9	4.4	6.0	1.6	1.1	0.5	5.4	1190301.0	1853553.7683
068_S_1191.nii	1.0	0.9	5.4	3.6	0.9	4.8	6.8	5.5	1.4	9.7	6.9	6.0	3.7	5.9	0.4	1.7	3.5	1.9	2.6	1.9	5.8	1.9	9.7	5.7	1.3	13.5	13.0	5.9	5.4	5.1	0.9	1.7	0.9	9.1	971633.0	1538752.19206
033_S_0922.nii	1.0	0.9	3.8	3.0	0.5	4.5	8.2	6.6	1.3	9.5	5.0	7.8	3.5	5.9	0.4	2.5	1.5	1.5	1.8	3.2	5.0	2.3	9.2	5.3	1.4	11.1	13.2	7.0	5.2	4.8	0.8	0.9	0.4	3.8	1058502.0	1599884.55309
073_S_0445.nii	0.8	1.3	4.5	3.1	0.9	6.7	7.0	6.6	1.5	11.3	5.6	7.8	4.8	5.1	0.7	2.6	1.8	1.7	2.5	2.2	6.1	2.2	9.4	6.7	1.5	11.6	16.6	7.7	4.2	6.0	1.0	1.7	0.3	9.8	1152187.0	1794761.3087
067_S_0059.nii	0.5	0.7	2.3	2.8	0.5	3.8	7.3	4.6	1.4	9.2	4.4	5.4	2.8	3.5	0.4	1.7	1.4	1.4	2.6	2.5	4.4	1.3	5.2	5.5	0.8	8.5	11.3	7.5	4.4	5.9	0.9	1.0	0.4	3.4	874317.0	1236398.36582
109_S_1157.nii	0.8	0.5	3.1	2.5	0.4	3.3	8.2	5.1	1.3	8.8	5.3	4.7	2.4	4.2	0.3	1.7	1.1	1.1	1.8	2.1	5.6	1.1	6.9	6.3	0.8	9.1	10.0	7.3	3.4	5.0	0.7	0.7	0.4	2.9	839587.0	1366324.44602
137_S_0158.nii	1.2	0.9	4.1	3.7	0.7	4.7	8.1	5.7	2.0	10.4	6.3	7.9	4.6	5.3	0.8	2.2	1.6	1.5	2.0	2.4	5.2	1.4	7.2	6.1	0.9	10.0	11.3	7.6	5.5	5.9	0.7	0.9	0.4	4.5	899553.0	1271425.19523
027_S_0644.nii	1.0	0.8	3.6	3.5	0.5	3.7	8.3	5.9	1.2	8.8	4.5	6.2	3.5	5.0	0.3	2.5	2.2	1.2	1.6	2.3	4.9	1.6	7.0	6.2	0.5	11.2	11.3	7.7	4.9	6.1	1.1	0.9	0.7	6.1	1108036.0	1845813.78471
128_S_1408.nii	0.8	0.6	4.6	4.1	0.9	7.4	13.0	8.4	2.2	11.1	9.4	7.7	5.0	7.2	1.2	3.1	4.0	2.5	5.3	3.0	8.2	1.7	11.4	9.1	0.7	18.4	30.2	12.2	5.7	10.9	1.3	1.5	0.7	8.1	1168290.0	1756169.61086
116_S_1243.nii	1.1	1.1	3.3	3.6	0.8	6.9	10.2	6.5	1.6	11.5	5.2	5.4	3.5	7.4	0.7	2.7	2.1	2.2	3.5	2.8	5.8	1.8	8.4	6.0	1.1	10.8	12.3	8.1	5.5	5.7	0.6	1.0	0.5	8.9	1030647.0	1630062.92733
130_S_0886.nii	0.8	1.3	3.2	3.4	0.4	4.2	8.2	5.1	2.0	10.6	6.0	5.8	2.8	4.8	0.6	2.0	2.6	1.4	2.1	2.8	5.0	2.0	6.3	5.2	1.2	8.4	11.6	6.8	5.2	6.0	0.5	0.9	0.3	5.8	964038.0	1412278.81165
136_S_0426.nii	0.8	0.9	5.2	3.8	1.0	4.9	8.5	5.0	2.3	11.3	6.1	8.5	4.3	5.2	0.5	3.5	2.3	1.8	2.7	5.2	7.0	1.0	9.0	5.9	1.6	13.1	15.9	8.9	4.8	6.5	0.6	1.0	0.5	5.8	1291982.0	1963795.67918
098_S_0288.nii	0.6	0.9	2.8	2.4	1.0	4.9	5.2	4.4	1.0	8.1	6.0	4.9	3.1	4.0	0.6	1.8	1.3	0.9	1.9	1.5	5.1	2.6	7.3	4.7	1.1	9.0	10.1	4.9	4.7	4.6	0.8	2.1	0.3	4.0	967774.0	1662314.28683
007_S_0316.nii	0.8	0.5	5.7	4.4	1.2	6.2	10.7	8.1	1.5	10.5	7.1	4.9	3.6	5.4	0.5	2.4	2.0	2.1	3.1	2.0	7.4	2.4	9.1	6.5	2.0	14.2	15.7	9.1	6.6	5.7	1.7	1.7	1.0	6.7	1027442.0	1604813.01351
033_S_1098.nii	1.1	1.4	3.4	3.3	0.4	4.8	7.4	5.3	1.7	10.9	7.0	5.6	3.2	5.2	0.4	1.8	2.3	1.4	1.9	2.2	4.6	2.5	6.0	5.1	1.3	9.6	10.8	6.9	3.8	5.0	1.1	1.6	0.3	4.3	926675.0	1350908.5563
013_S_0860.nii	1.2	0.6	6.1	3.6	2.4	7.2	14.4	7.9	3.0	14.0	8.1	9.2	5.4	11.7	0.9	3.3	2.8	3.9	4.7	2.8	8.3	2.7	13.3	9.8	0.5	14.3	17.4	11.5	8.0	7.2	1.4	2.1	0.8	7.3	945493.0	1622495.78155
067_S_0243.nii	0.9	0.7	3.7	3.6	0.7	5.0	7.3	4.3	1.5	9.3	5.2	5.8	2.9	5.3	0.5	1.7	2.8	1.8	2.9	2.8	5.5	1.1	6.4	5.6	1.0	8.8	9.4	6.7	4.6	5.5	0.5	1.1	0.4	6.9	951193.0	1524646.35637
010_S_0829.nii	0.6	0.8	2.4	2.7	0.7	4.9	5.7	5.5	1.0	8.2	4.1	4.0	3.2	4.0	0.6	2.2	1.6	0.9	2.0	2.0	4.7	1.4	5.6	5.3	0.9	9.0	10.9	6.1	3.5	4.4	1.1	0.6	0.3	3.1	905806.0	1295939.55504
023_S_0916.nii	1.2	0.8	3.9	3.2	1.6	5.5	7.6	6.5	1.9	12.2	7.9	7.2	3.6	5.5	0.7	2.4	5.2	2.5	4.8	2.8	8.3	2.3	12.5	5.6	1.4	14.6	16.5	7.6	6.6	7.3	1.8	1.0	0.6	6.4	974367.0	1555742.97393
010_S_0067.nii	0.8	0.7	3.0	3.9	0.5	4.7	6.9	8.3	1.8	10.1	4.6	7.8	3.9	5.8	0.4	2.5	1.5	1.7	1.8	3.5	5.6	1.5	6.5	6.4	0.9	9.7	20.1	7.8	3.5	4.9	1.1	0.5	0.3	4.2	1048515.0	1527066.35804
130_S_1337.nii	0.8	1.3	2.9	4.0	0.7	5.1	8.1	5.7	2.4	10.3	5.7	7.6	3.2	5.3	0.5	2.6	1.9	1.2	2.7	3.8	6.2	1.9	6.9	6.4	1.1	10.7	11.0	10.0	3.2	4.6	1.1	1.3	0.3	5.9	1128369.0	1621408.67945
052_S_1352.nii	0.9	1.5	2.6	2.4	1.0	7.2	6.6	5.8	1.7	10.2	10.7	5.8	3.6	4.7	0.8	1.5	2.9	2.6	3.3	2.3	4.3	3.0	6.3	7.4	1.1	11.4	14.3	8.2	5.4	7.0	0.8	1.9	0.2	6.6	1059509.0	1633109.61894
141_S_0810.nii	1.6	1.3	4.6	3.5	0.6	6.2	11.9	6.0	1.7	12.1	6.8	4.8	3.8	7.3	0.4	2.3	2.2	1.7	3.1	2.0	7.3	2.8	10.3	8.9	2.0	15.6	14.7	10.5	6.8	7.5	1.0	1.3	0.5	7.5	1079394.0	1697318.63898
137_S_1041.nii	1.3	1.7	3.2	4.6	0.5	6.1	11.7	7.5	1.9	12.4	5.9	9.0	4.1	5.7	0.8	3.0	2.3	2.2	1.6	3.6	7.2	1.8	7.8	9.1	1.0	13.5	12.8	9.0	5.3	6.8	1.2	0.8	0.3	5.3	1091744.0	1651002.24369
137_S_0669.nii	0.8	0.8	5.4	5.0	0.6	6.1	10.3	7.8	2.0	14.5	5.3	7.7	3.5	4.8	0.4	3.5	2.7	2.0	3.5	3.9	6.7	2.4	12.6	9.4	0.9	12.7	15.9	8.7	5.4	7.3	0.6	1.1	0.7	5.5	1242579.0	1825949.31092
099_S_0533.nii	0.8	0.7	3.0	3.3	0.6	6.4	11.9	5.6	0.8	11.6	6.5	6.9	4.0	6.2	0.6	3.0	2.3	1.4	2.5	3.8	6.9	1.2	9.8	8.4	1.0	10.9	13.8	10.2	3.6	7.1	0.6	1.2	0.6	5.4	1053295.0	1730994.59158
033_S_0725.nii	1.0	0.9	3.0	2.4	0.4	4.9	7.0	4.4	1.4	9.0	6.1	4.8	2.5	4.3	0.4	2.5	2.4	1.7	2.6	1.9	5.3	1.4	7.1	6.4	1.2	10.0	11.1	6.8	4.4	5.0	0.7	0.8	0.3	4.2	1030468.0	1592536.48804
041_S_1423.nii	1.2	0.7	5.0	3.4	1.1	5.0	10.4	9.1	1.8	11.1	7.4	6.3	4.0	7.1	0.5	4.3	3.4	2.0	2.6	2.6	6.7	2.5	9.4	7.8	1.4	13.0	16.8	9.4	6.8	8.7	1.1	1.3	0.6	10.5	1089388.0	1711911.74941
133_S_0771.nii	0.9	0.4	1.9	2.7	0.5	5.0	8.8	4.0	1.1	9.6	4.5	4.5	3.0	4.6	0.3	1.5	1.3	1.1	2.2	1.9	5.3	1.2	7.4	4.7	0.6	9.8	8.9	6.8	3.9	5.3	0.5	0.8	0.4	3.2	999248.0	1428974.70085
041_S_0549.nii	1.2	0.8	3.7	3.5	0.7	4.9	6.5	4.5	1.7	9.2	5.1	7.1	3.0	5.0	0.4	2.5	2.0	1.4	2.0	3.0	5.5	1.8	7.8	5.8	1.4	9.8	9.2	6.8	4.4	5.2	0.8	0.7	0.5	4.5	1098413.0	1593496.78948
005_S_0448.nii	1.0	1.3	2.0	3.2	0.5	3.8	9.4	4.4	1.8	11.1	6.7	6.9	4.0	4.8	0.4	1.7	1.8	1.7	2.6	3.0	4.7	2.4	6.4	6.9	1.3	11.9	9.0	6.3	3.5	4.2	0.8	1.1	0.6	3.3	1115006.0	1831402.29975
033_S_0516.nii	0.9	0.5	3.7	2.5	0.6	4.5	8.6	5.1	1.2	7.8	6.6	5.5	3.9	6.0	0.5	2.5	1.6	2.4	2.4	2.2	5.9	2.3	7.4	5.0	0.6	9.5	11.4	6.4	4.3	6.3	0.8	1.0	0.5	8.0	1073193.0	1618729.59503
027_S_0404.nii	0.4	1.1	3.1	3.0	0.7	5.1	8.6	4.2	1.1	9.1	4.9	6.0	3.1	5.4	1.0	2.3	2.0	1.1	2.5	2.7	5.6	2.3	6.5	5.0	1.0	10.0	11.0	7.0	4.0	5.2	0.7	1.4	0.4	4.8	784194.0	1274258.19933
123_S_1300.nii	0.9	1.1	3.0	3.2	0.5	4.6	8.8	7.6	1.5	8.8	5.1	4.9	3.6	4.5	0.8	2.2	2.0	1.9	3.4	2.1	6.2	3.1	8.6	5.0	1.0	11.4	13.0	7.7	4.4	6.7	1.2	1.2	0.5	4.9	981904.0	1504751.76334
114_S_0378.nii	1.0	1.2	2.6	2.7	0.5	5.4	6.2	4.6	1.5	9.1	5.2	5.7	3.8	3.6	0.6	1.9	2.7	1.5	2.2	2.4	4.7	2.3	6.5	4.8	1.1	9.2	10.9	6.7	3.3	5.4	1.3	0.8	0.4	5.1	951968.0	1461349.91202
130_S_0505.nii	1.3	0.6	4.1	3.9	0.6	4.7	8.1	4.3	2.3	11.2	5.5	5.7	3.2	4.0	0.4	2.6	1.5	1.8	1.9	3.4	4.8	1.6	8.5	5.2	0.9	9.1	13.3	7.0	4.8	4.4	0.8	0.8	0.3	3.5	979696.0	1385257.93673
035_S_0997.nii	0.9	0.8	2.4	3.3	1.3	5.4	7.7	6.0	1.2	9.5	5.7	6.3	3.6	5.8	0.6	2.2	2.3	1.2	2.5	3.1	4.8	1.8	7.6	6.3	1.4	24.4	13.4	7.3	5.6	5.9	1.1	1.6	0.8	3.4	800613.0	1216178.68461
016_S_1138.nii	1.3	0.8	2.7	3.4	0.8	5.1	7.6	7.2	2.0	11.5	4.6	6.1	3.8	5.8	0.7	3.4	1.7	1.6	2.6	3.1	7.3	1.2	9.8	6.7	1.2	14.1	13.4	9.8	5.5	8.8	1.1	1.3	0.5	5.8	987906.0	1478650.91183
136_S_0874.nii	1.0	1.0	3.8	4.0	0.8	3.6	7.1	6.3	1.2	10.3	4.8	6.0	3.6	4.8	0.5	1.8	2.2	1.1	1.7	2.7	5.4	1.5	10.1	4.0	1.5	12.9	14.8	6.1	5.1	5.1	0.8	0.7	0.3	6.7	1051177.0	1550578.97308
010_S_0472.nii	0.6	1.0	3.6	3.5	0.5	5.5	10.3	5.0	0.9	9.5	7.6	7.0	3.4	4.8	0.5	2.2	2.5	1.7	3.7	3.6	6.7	1.3	9.8	6.5	1.4	7.4	14.4	8.0	5.4	7.5	0.7	0.8	0.3	2.9	1012188.0	1558216.86854
057_S_1269.nii	1.3	1.5	3.5	2.9	0.6	5.1	11.2	6.1	1.9	8.5	6.8	6.1	4.9	6.3	0.6	1.8	1.6	2.4	2.8	2.3	5.5	1.5	8.6	6.8	1.3	12.3	11.0	9.5	5.8	5.9	1.2	0.9	0.5	3.7	1052419.0	1686297.70579
005_S_0929.nii	1.1	1.4	5.6	2.6	0.6	5.4	9.5	7.8	2.0	9.4	7.1	4.8	6.6	8.4	0.8	2.0	4.4	3.9	4.0	2.1	5.5	1.8	8.7	7.2	1.4	17.7	19.0	9.4	6.7	4.7	1.6	2.1	0.5	8.8	937465.0	1540085.0187
023_S_0084.nii	0.7	0.7	4.1	2.0	0.7	3.8	6.7	5.1	2.3	8.0	5.5	6.9	2.6	4.7	0.5	2.4	1.5	1.8	1.7	2.4	5.1	1.7	8.4	6.2	0.9	11.3	9.9	7.2	3.2	4.6	0.7	1.0	0.6	3.0	894473.0	1362740.10514
021_S_0337.nii	1.6	0.8	4.8	3.5	0.6	7.8	11.2	8.2	1.6	12.7	9.3	6.0	5.0	7.7	0.5	2.9	2.7	2.5	2.9	2.9	5.9	1.9	8.6	8.3	1.4	15.2	19.4	10.7	6.7	8.3	1.0	1.0	0.6	7.2	1112677.0	1839382.01875
007_S_1339.nii	1.7	1.8	4.3	3.6	0.8	5.7	8.8	6.3	2.1	7.9	6.4	6.7	3.9	6.1	0.4	2.9	2.6	1.9	3.7	2.7	8.2	2.9	11.1	8.6	1.5	13.8	18.4	10.7	5.0	6.7	1.6	1.4	0.4	5.5	1085386.0	1635406.50008
009_S_0842.nii	1.4	0.4	2.8	3.9	0.5	5.4	8.8	7.6	1.8	11.5	5.5	8.3	3.9	6.8	0.4	3.1	1.3	1.6	2.7	4.3	6.1	1.3	8.8	7.0	0.4	11.9	12.2	9.0	5.1	6.8	1.6	1.5	0.5	10.3	1137585.0	1678867.09729
141_S_1244.nii	1.3	1.0	6.5	5.1	0.6	9.4	14.8	7.0	2.0	14.3	7.3	9.8	3.4	8.5	1.0	3.7	2.7	2.8	3.6	3.2	9.6	3.3	13.7	9.5	1.9	19.6	22.9	12.9	8.1	10.9	1.1	1.0	0.7	6.2	1046276.0	1683314.0808
021_S_0343.nii	0.9	2.3	5.2	4.6	0.7	6.0	10.1	7.9	1.7	15.1	12.4	9.3	4.8	7.5	0.4	2.7	2.2	1.8	2.4	3.5	6.7	2.2	11.1	5.6	1.8	14.8	16.0	9.5	6.7	6.5	1.0	1.2	0.7	4.9	1104974.0	1811462.7644
082_S_1377.nii	2.1	1.7	4.5	4.1	1.6	11.4	15.6	11.4	2.3	17.2	8.1	6.5	10.7	12.3	0.6	3.6	3.4	2.3	5.3	3.7	8.7	2.1	11.0	10.3	3.4	25.0	23.2	15.7	9.2	13.1	2.1	1.0	0.6	9.2	1183415.0	1968988.48715
027_S_0408.nii	1.2	2.1	4.9	4.0	0.7	6.3	13.0	8.1	2.4	12.4	8.5	9.5	3.2	5.6	0.7	3.1	3.0	1.7	2.9	4.2	6.4	2.0	10.4	10.9	1.7	12.4	22.5	10.5	4.5	7.8	1.0	1.5	0.5	4.7	1159626.0	1730740.31779
002_S_1155.nii	0.8	1.0	3.4	2.5	0.5	4.5	12.6	5.7	1.9	9.8	4.8	5.9	3.2	6.3	0.6	2.5	1.3	1.8	1.6	2.1	5.0	2.6	6.9	6.0	1.6	12.1	13.4	8.4	5.1	6.0	0.8	1.1	0.4	4.1	1126751.0	1665904.4129
128_S_0500.nii	1.6	1.1	4.5	5.3	0.6	5.2	9.2	7.1	2.1	12.0	7.5	10.6	5.3	8.2	1.0	4.3	2.5	3.1	2.5	4.1	7.1	1.6	9.9	6.9	2.1	14.5	15.8	8.8	6.1	5.8	1.5	1.9	0.7	6.4	1194641.0	1811884.93721
021_S_0626.nii	1.0	0.6	4.7	3.6	0.7	6.6	10.1	8.0	2.6	14.1	7.4	8.0	5.2	8.2	0.9	2.3	2.1	1.7	2.2	4.3	6.4	2.8	7.6	7.9	1.7	13.0	14.3	8.2	5.3	6.9	0.8	1.2	0.7	8.4	1021241.0	1618751.56212
041_S_1425.nii	1.3	2.1	2.8	3.0	1.0	4.2	8.1	8.6	1.5	8.4	5.2	6.6	2.1	6.8	0.5	2.3	1.9	1.9	2.0	2.9	5.0	1.3	7.8	6.6	2.2	11.7	15.3	7.9	4.5	6.3	1.4	1.5	0.3	4.5	909533.0	1356828.0526
068_S_0401.nii	1.1	0.5	2.5	4.9	0.4	4.3	7.5	5.8	2.0	10.5	4.3	8.3	3.7	7.8	0.4	2.5	1.9	1.4	3.0	3.5	5.9	1.6	8.1	7.6	0.8	13.0	12.7	8.3	5.3	5.0	1.5	0.7	0.7	5.9	1298627.0	1958904.76572
032_S_1037.nii	1.1	0.6	6.8	3.5	1.7	7.4	13.0	7.5	2.0	11.4	7.2	6.7	6.6	9.3	0.4	3.1	1.6	2.1	2.7	3.2	7.6	1.9	11.6	9.0	1.4	15.4	20.5	8.7	6.9	7.4	1.3	1.9	0.8	5.0	1081908.0	1776227.18552
057_S_1373.nii	1.1	0.9	3.9	2.8	1.3	4.7	7.0	7.0	1.2	9.1	6.9	6.3	3.0	5.4	0.6	2.3	1.8	1.6	2.3	2.8	5.3	1.6	8.7	5.9	1.9	11.5	12.4	7.1	6.6	5.9	0.8	1.5	0.3	3.9	894465.0	1386103.79206
029_S_0845.nii	1.2	1.0	3.9	3.1	0.6	7.3	11.1	6.4	1.5	12.8	8.4	6.4	4.3	7.6	1.0	2.9	2.2	2.3	2.9	1.7	7.5	1.8	9.7	7.1	1.4	15.7	17.9	9.2	7.5	7.6	1.0	1.1	0.5	9.1	1149018.0	1807031.40834
029_S_1184.nii	1.2	1.3	5.7	3.9	1.7	7.8	11.1	6.8	2.0	13.8	6.7	7.2	4.0	8.1	0.6	2.5	2.5	2.5	2.2	2.6	5.2	3.2	9.6	8.3	1.6	16.4	18.3	9.4	5.6	4.8	2.0	1.4	0.6	3.5	928291.0	1477123.38735
062_S_1299.nii	0.8	2.2	3.6	2.9	0.8	6.3	9.6	6.8	1.8	10.6	5.5	6.2	3.1	7.2	0.5	2.6	2.1	1.6	2.3	2.5	6.7	2.8	7.6	6.5	1.1	12.1	13.2	7.8	4.6	6.4	0.8	2.1	0.3	7.8	1245947.0	2011584.66541
082_S_1079.nii	1.3	0.7	6.7	4.4	2.2	8.4	12.8	9.3	1.7	13.5	7.7	8.8	4.6	6.6	0.9	4.8	5.1	1.9	3.6	4.1	9.2	1.1	12.7	9.4	1.4	18.3	21.4	11.7	6.5	7.2	1.1	1.3	0.9	7.2	1154989.0	1905576.20387
128_S_0545.nii	1.0	1.1	3.9	3.4	0.5	6.1	10.6	6.7	1.9	11.1	6.3	6.9	3.5	6.5	0.4	3.1	2.3	2.1	2.4	2.5	6.2	1.7	10.4	7.7	1.3	13.6	13.4	8.9	6.5	6.6	0.9	1.4	0.7	5.6	1168732.0	1778534.74857
023_S_1262.nii	0.6	1.1	2.2	3.1	1.1	4.4	7.1	5.5	1.7	8.3	4.4	6.4	2.4	5.0	0.4	1.7	1.4	1.3	1.7	3.3	4.5	1.6	5.9	4.8	0.8	10.1	10.7	6.7	3.6	5.7	0.7	0.9	0.3	2.7	900151.0	1404082.29273
052_S_1251.nii	0.8	0.7	3.0	3.9	0.6	4.1	7.7	4.4	1.3	7.7	3.5	5.4	2.8	4.7	0.6	1.8	1.4	1.2	2.1	2.4	6.5	1.3	7.9	5.0	1.1	10.2	9.8	9.2	4.3	5.5	0.8	1.2	0.4	5.6	991516.0	1340049.99073
024_S_1063.nii	0.6	0.6	2.9	2.9	0.4	4.4	5.6	4.0	2.1	8.6	4.5	7.3	4.0	4.8	0.4	2.0	1.7	1.4	2.2	3.2	6.6	1.3	6.0	4.9	0.4	9.3	8.5	6.7	3.5	5.5	0.8	0.9	0.3	3.3	969859.0	1463581.52308
033_S_1284.nii	0.9	0.8	2.9	4.5	0.5	5.5	6.9	4.4	2.2	11.3	5.8	8.0	5.0	5.3	0.5	1.9	2.2	1.4	3.5	3.1	5.9	2.0	7.3	6.6	1.2	11.4	13.4	8.2	4.5	4.7	1.5	0.7	0.5	3.6	1033670.0	1626159.94247
027_S_0256.nii	1.1	0.6	3.5	3.2	0.9	6.0	6.5	8.2	2.3	8.9	6.4	5.9	3.9	7.8	0.6	2.4	1.7	1.5	3.0	2.2	5.7	2.0	8.0	6.2	0.5	10.3	13.6	9.4	5.8	6.5	0.6	0.8	0.5	4.1	1039904.0	1553873.16167
136_S_0194.nii	1.2	1.1	3.1	2.9	1.1	5.2	8.6	6.0	2.0	9.3	5.8	5.3	8.5	6.2	0.6	2.2	2.9	2.5	4.0	1.9	5.2	1.6	7.2	5.8	1.4	11.2	13.4	8.4	4.9	6.3	0.6	1.3	0.4	4.2	879663.0	1283852.78106
005_S_0814.nii	0.7	0.7	4.1	3.0	1.1	5.4	8.1	4.4	1.5	9.3	6.0	5.6	3.4	5.6	0.3	2.0	2.2	1.6	1.9	2.7	7.7	1.3	8.0	6.8	1.3	11.8	12.2	10.0	4.1	7.0	1.0	1.1	0.5	5.7	907013.0	1411194.13112
002_S_0619.nii	2.3	2.7	6.5	4.8	0.9	7.9	17.6	7.9	3.4	13.5	7.8	7.6	6.7	8.9	0.8	3.5	3.1	3.5	4.0	3.1	8.8	2.9	11.2	10.2	1.6	19.0	22.4	14.6	8.4	12.4	2.2	1.4	1.0	7.7	1137485.0	2040843.54935
052_S_0671.nii	1.1	0.8	2.6	2.4	0.5	3.7	6.5	5.2	1.2	7.7	5.9	5.8	2.7	4.0	0.3	1.8	1.5	1.3	1.8	1.8	4.3	1.4	6.1	4.9	1.4	9.6	10.5	5.4	3.7	5.3	0.9	1.4	0.4	4.7	960192.0	1397616.47481
036_S_1001.nii	1.2	1.7	3.4	3.0	0.5	5.9	13.0	6.9	1.8	11.8	6.3	9.0	3.5	6.2	0.4	2.7	2.9	2.4	3.7	3.2	7.7	2.7	8.8	7.3	1.0	14.8	15.5	10.2	5.5	6.6	1.4	1.6	0.6	3.8	997376.0	1509295.69021
041_S_0721.nii	0.7	1.3	3.7	2.9	1.1	6.3	8.9	7.0	2.3	11.4	6.8	5.2	3.9	5.6	0.6	2.6	1.6	1.2	2.7	1.9	6.9	1.6	8.4	7.2	0.9	10.6	14.0	8.4	4.0	7.3	0.8	1.4	0.4	5.5	950010.0	1457817.3314
098_S_0667.nii	1.3	0.8	3.0	4.4	1.1	5.6	9.3	8.6	2.0	8.6	6.0	10.3	4.3	6.7	0.7	3.2	2.1	1.5	2.1	3.8	9.6	2.5	12.4	5.8	1.2	10.8	19.5	8.6	4.5	7.5	0.7	1.4	0.5	6.3	1259032.0	1910161.70744
