rh.aparc.foldind	rh_bankssts_foldind	rh_caudalanteriorcingulate_foldind	rh_caudalmiddlefrontal_foldind	rh_cuneus_foldind	rh_entorhinal_foldind	rh_fusiform_foldind	rh_inferiorparietal_foldind	rh_inferiortemporal_foldind	rh_isthmuscingulate_foldind	rh_lateraloccipital_foldind	rh_lateralorbitofrontal_foldind	rh_lingual_foldind	rh_medialorbitofrontal_foldind	rh_middletemporal_foldind	rh_parahippocampal_foldind	rh_paracentral_foldind	rh_parsopercularis_foldind	rh_parsorbitalis_foldind	rh_parstriangularis_foldind	rh_pericalcarine_foldind	rh_postcentral_foldind	rh_posteriorcingulate_foldind	rh_precentral_foldind	rh_precuneus_foldind	rh_rostralanteriorcingulate_foldind	rh_rostralmiddlefrontal_foldind	rh_superiorfrontal_foldind	rh_superiorparietal_foldind	rh_superiortemporal_foldind	rh_supramarginal_foldind	rh_frontalpole_foldind	rh_temporalpole_foldind	rh_transversetemporal_foldind	rh_insula_foldind	BrainSegVolNotVent	eTIV
022_S_0014.nii	3.0	16.0	23.0	25.0	2.0	47.0	75.0	57.0	21.0	78.0	44.0	45.0	39.0	65.0	5.0	16.0	22.0	18.0	30.0	18.0	43.0	29.0	59.0	47.0	7.0	105.0	94.0	81.0	44.0	54.0	11.0	9.0	3.0	42.0	865772.0	1291438.18819
123_S_0050.nii	8.0	20.0	38.0	25.0	6.0	62.0	109.0	80.0	29.0	127.0	59.0	98.0	40.0	69.0	8.0	18.0	21.0	11.0	17.0	41.0	62.0	31.0	80.0	69.0	15.0	116.0	132.0	77.0	57.0	80.0	8.0	14.0	5.0	86.0	1204137.0	1967380.97255
023_S_0376.nii	11.0	15.0	35.0	35.0	4.0	48.0	104.0	63.0	25.0	95.0	47.0	59.0	49.0	53.0	6.0	22.0	23.0	19.0	29.0	19.0	45.0	25.0	67.0	71.0	14.0	92.0	118.0	94.0	49.0	55.0	9.0	10.0	6.0	40.0	1027401.0	1666409.79095
036_S_0672.nii	6.0	23.0	33.0	38.0	8.0	63.0	81.0	64.0	21.0	96.0	61.0	64.0	49.0	68.0	9.0	18.0	19.0	21.0	22.0	34.0	50.0	29.0	65.0	76.0	16.0	102.0	121.0	82.0	62.0	53.0	10.0	9.0	4.0	35.0	1050478.0	1344853.4203
131_S_0497.nii	9.0	17.0	32.0	37.0	7.0	61.0	95.0	76.0	22.0	109.0	62.0	59.0	63.0	72.0	8.0	21.0	22.0	16.0	28.0	19.0	56.0	28.0	52.0	55.0	13.0	120.0	146.0	80.0	60.0	60.0	10.0	11.0	4.0	59.0	1118921.0	1842309.15955
029_S_0866.nii	4.0	10.0	21.0	23.0	7.0	54.0	62.0	52.0	14.0	77.0	45.0	45.0	37.0	52.0	6.0	15.0	17.0	11.0	21.0	15.0	34.0	15.0	42.0	46.0	7.0	80.0	81.0	71.0	34.0	43.0	10.0	8.0	4.0	27.0	936983.0	1370544.20024
126_S_0605.nii	10.0	29.0	41.0	46.0	6.0	70.0	100.0	73.0	22.0	102.0	116.0	74.0	48.0	74.0	9.0	21.0	22.0	20.0	26.0	21.0	53.0	35.0	65.0	46.0	20.0	142.0	119.0	92.0	53.0	64.0	12.0	10.0	6.0	52.0	1180929.0	1768882.9412
032_S_1101.nii	5.0	20.0	22.0	25.0	4.0	46.0	87.0	54.0	21.0	66.0	38.0	39.0	45.0	46.0	4.0	14.0	17.0	15.0	23.0	20.0	44.0	27.0	39.0	57.0	11.0	106.0	92.0	64.0	43.0	45.0	13.0	12.0	4.0	28.0	786062.0	1223425.5934
014_S_0519.nii	7.0	22.0	22.0	31.0	6.0	54.0	74.0	74.0	22.0	101.0	59.0	65.0	40.0	71.0	7.0	23.0	21.0	21.0	24.0	33.0	54.0	31.0	61.0	59.0	17.0	145.0	111.0	68.0	52.0	43.0	11.0	13.0	4.0	28.0	1047538.0	1534899.27256
005_S_0324.nii	4.0	14.0	21.0	20.0	6.0	46.0	72.0	39.0	16.0	79.0	38.0	48.0	44.0	47.0	4.0	13.0	16.0	15.0	19.0	17.0	41.0	17.0	56.0	42.0	9.0	80.0	91.0	67.0	30.0	50.0	8.0	8.0	2.0	24.0	884637.0	1347525.97533
023_S_0030.nii	5.0	32.0	34.0	32.0	4.0	59.0	103.0	71.0	22.0	105.0	63.0	72.0	60.0	67.0	11.0	17.0	19.0	22.0	26.0	43.0	62.0	36.0	76.0	69.0	16.0	115.0	129.0	90.0	44.0	70.0	7.0	11.0	3.0	32.0	1055736.0	1607951.84266
141_S_1255.nii	4.0	15.0	20.0	28.0	5.0	63.0	74.0	62.0	18.0	83.0	54.0	36.0	40.0	45.0	15.0	15.0	15.0	14.0	14.0	15.0	42.0	29.0	58.0	52.0	12.0	86.0	104.0	78.0	49.0	49.0	8.0	15.0	7.0	28.0	835725.0	1301987.72087
141_S_0696.nii	10.0	18.0	27.0	24.0	15.0	62.0	99.0	38.0	11.0	87.0	50.0	61.0	50.0	54.0	7.0	14.0	26.0	13.0	18.0	19.0	40.0	14.0	74.0	52.0	12.0	99.0	102.0	74.0	50.0	55.0	11.0	10.0	5.0	50.0	903708.0	1368493.0083
027_S_0074.nii	6.0	14.0	34.0	41.0	11.0	56.0	94.0	57.0	27.0	114.0	66.0	76.0	60.0	66.0	7.0	16.0	19.0	20.0	20.0	30.0	69.0	25.0	70.0	77.0	10.0	111.0	110.0	96.0	47.0	62.0	13.0	12.0	6.0	51.0	1055852.0	1679025.27322
022_S_1394.nii	9.0	12.0	29.0	40.0	4.0	62.0	107.0	61.0	15.0	113.0	67.0	96.0	47.0	61.0	8.0	18.0	18.0	20.0	35.0	28.0	67.0	30.0	66.0	81.0	16.0	125.0	114.0	97.0	43.0	64.0	12.0	10.0	6.0	26.0	1103195.0	1728855.85317
116_S_0752.nii	5.0	16.0	34.0	33.0	8.0	50.0	150.0	57.0	20.0	126.0	70.0	74.0	47.0	59.0	8.0	22.0	23.0	18.0	28.0	32.0	57.0	29.0	67.0	57.0	15.0	133.0	126.0	67.0	45.0	53.0	12.0	15.0	6.0	30.0	960452.0	1551385.63533
018_S_0450.nii	11.0	21.0	49.0	44.0	10.0	51.0	87.0	104.0	22.0	127.0	61.0	70.0	52.0	88.0	7.0	15.0	20.0	24.0	19.0	16.0	51.0	38.0	75.0	58.0	16.0	155.0	165.0	80.0	65.0	75.0	8.0	12.0	4.0	84.0	1118282.0	1595255.47397
062_S_1182.nii	9.0	13.0	30.0	39.0	7.0	58.0	90.0	65.0	19.0	106.0	55.0	75.0	48.0	59.0	6.0	15.0	18.0	16.0	19.0	32.0	47.0	22.0	55.0	56.0	8.0	101.0	82.0	82.0	45.0	54.0	9.0	9.0	6.0	40.0	1049955.0	1521254.41594
133_S_0525.nii	5.0	17.0	21.0	33.0	5.0	46.0	64.0	51.0	24.0	88.0	54.0	60.0	50.0	51.0	5.0	19.0	16.0	24.0	28.0	26.0	39.0	29.0	61.0	57.0	10.0	100.0	94.0	65.0	38.0	48.0	10.0	8.0	5.0	32.0	884268.0	1281461.96864
062_S_0730.nii	12.0	17.0	28.0	32.0	5.0	49.0	68.0	51.0	13.0	79.0	40.0	65.0	34.0	61.0	7.0	22.0	19.0	14.0	18.0	29.0	44.0	27.0	63.0	53.0	13.0	85.0	94.0	68.0	39.0	38.0	7.0	12.0	4.0	24.0	982699.0	1475622.59948
022_S_0543.nii	5.0	10.0	22.0	28.0	8.0	39.0	83.0	49.0	15.0	88.0	41.0	74.0	36.0	51.0	7.0	17.0	15.0	15.0	21.0	25.0	51.0	16.0	62.0	47.0	12.0	80.0	85.0	75.0	40.0	42.0	9.0	7.0	5.0	25.0	786846.0	1242032.52094
082_S_0304.nii	9.0	13.0	32.0	27.0	10.0	58.0	131.0	73.0	21.0	96.0	68.0	84.0	46.0	64.0	10.0	13.0	28.0	31.0	33.0	22.0	54.0	18.0	82.0	78.0	20.0	102.0	117.0	76.0	48.0	74.0	11.0	9.0	4.0	65.0	1218783.0	1718160.92088
057_S_0643.nii	8.0	19.0	31.0	45.0	9.0	53.0	79.0	68.0	28.0	82.0	62.0	68.0	51.0	58.0	5.0	17.0	16.0	19.0	25.0	37.0	50.0	29.0	75.0	75.0	14.0	110.0	124.0	87.0	51.0	65.0	11.0	15.0	5.0	37.0	1106220.0	1533373.65961
128_S_0715.nii	7.0	16.0	38.0	32.0	7.0	50.0	84.0	73.0	27.0	114.0	61.0	59.0	50.0	71.0	9.0	18.0	18.0	19.0	22.0	27.0	65.0	34.0	178.0	62.0	11.0	116.0	140.0	83.0	51.0	73.0	8.0	13.0	6.0	43.0	963547.0	1534149.98494
023_S_0042.nii	7.0	15.0	24.0	24.0	8.0	61.0	109.0	57.0	23.0	83.0	44.0	48.0	42.0	58.0	7.0	17.0	27.0	18.0	32.0	12.0	61.0	24.0	64.0	68.0	13.0	120.0	102.0	75.0	41.0	47.0	10.0	9.0	6.0	58.0	993469.0	1551186.68865
141_S_1051.nii	7.0	19.0	27.0	36.0	6.0	58.0	95.0	62.0	21.0	91.0	51.0	65.0	41.0	55.0	11.0	18.0	18.0	18.0	20.0	22.0	55.0	23.0	54.0	58.0	19.0	125.0	106.0	87.0	36.0	49.0	11.0	18.0	4.0	48.0	847593.0	1413249.41098
031_S_0867.nii	8.0	15.0	31.0	33.0	4.0	56.0	87.0	59.0	22.0	107.0	58.0	71.0	51.0	66.0	8.0	18.0	26.0	14.0	19.0	24.0	55.0	18.0	57.0	60.0	23.0	115.0	112.0	80.0	51.0	43.0	7.0	10.0	4.0	34.0	1017353.0	1593735.64697
114_S_1103.nii	17.0	16.0	28.0	26.0	10.0	39.0	95.0	57.0	23.0	98.0	45.0	62.0	42.0	58.0	7.0	27.0	18.0	14.0	18.0	28.0	52.0	26.0	59.0	60.0	14.0	99.0	109.0	87.0	48.0	54.0	7.0	8.0	4.0	35.0	1036791.0	1603150.99099
126_S_1187.nii	12.0	16.0	31.0	31.0	9.0	53.0	98.0	70.0	22.0	105.0	60.0	60.0	39.0	71.0	6.0	16.0	22.0	22.0	25.0	20.0	50.0	28.0	54.0	65.0	22.0	138.0	133.0	81.0	40.0	65.0	12.0	74.0	5.0	54.0	1158671.0	1735708.75942
027_S_1277.nii	10.0	14.0	26.0	34.0	8.0	47.0	69.0	64.0	18.0	98.0	44.0	63.0	58.0	52.0	9.0	17.0	16.0	17.0	22.0	27.0	47.0	17.0	57.0	53.0	10.0	100.0	108.0	74.0	39.0	52.0	14.0	8.0	3.0	31.0	994605.0	1669182.32907
012_S_0689.nii	6.0	13.0	36.0	36.0	6.0	57.0	81.0	83.0	32.0	99.0	51.0	71.0	41.0	69.0	5.0	17.0	17.0	25.0	31.0	36.0	59.0	31.0	72.0	75.0	14.0	142.0	153.0	99.0	52.0	75.0	11.0	13.0	6.0	45.0	1223923.0	1779294.42036
141_S_1378.nii	9.0	12.0	37.0	36.0	8.0	64.0	81.0	53.0	17.0	91.0	51.0	76.0	34.0	51.0	6.0	16.0	18.0	20.0	35.0	42.0	54.0	27.0	62.0	54.0	15.0	119.0	122.0	83.0	47.0	72.0	9.0	8.0	3.0	30.0	1060720.0	1517669.6109
027_S_1213.nii	7.0	16.0	38.0	25.0	5.0	56.0	90.0	69.0	22.0	98.0	56.0	57.0	42.0	59.0	7.0	20.0	22.0	16.0	31.0	16.0	50.0	29.0	95.0	58.0	16.0	104.0	104.0	68.0	48.0	62.0	5.0	10.0	5.0	33.0	983857.0	1613978.07165
012_S_0803.nii	9.0	17.0	29.0	28.0	10.0	54.0	75.0	52.0	17.0	90.0	52.0	66.0	32.0	49.0	7.0	18.0	14.0	13.0	20.0	18.0	48.0	26.0	55.0	53.0	21.0	95.0	93.0	80.0	39.0	43.0	6.0	7.0	4.0	62.0	957317.0	1406920.71032
033_S_1086.nii	9.0	10.0	31.0	28.0	5.0	53.0	98.0	55.0	21.0	82.0	50.0	46.0	57.0	69.0	5.0	18.0	16.0	12.0	25.0	17.0	48.0	23.0	65.0	85.0	14.0	95.0	130.0	76.0	37.0	51.0	12.0	8.0	5.0	41.0	1009065.0	1471263.77295
067_S_0607.nii	8.0	16.0	35.0	34.0	3.0	47.0	66.0	58.0	18.0	89.0	60.0	75.0	42.0	70.0	6.0	15.0	19.0	18.0	21.0	41.0	46.0	26.0	58.0	50.0	10.0	84.0	94.0	75.0	40.0	58.0	11.0	9.0	5.0	34.0	918629.0	1323471.58413
067_S_0177.nii	6.0	19.0	25.0	29.0	5.0	51.0	62.0	61.0	23.0	85.0	41.0	49.0	39.0	70.0	16.0	13.0	19.0	13.0	15.0	16.0	52.0	28.0	52.0	43.0	9.0	103.0	117.0	74.0	48.0	56.0	7.0	8.0	5.0	30.0	859639.0	1444486.50105
014_S_0356.nii	7.0	33.0	33.0	30.0	10.0	53.0	78.0	43.0	24.0	88.0	63.0	73.0	47.0	55.0	10.0	27.0	23.0	13.0	25.0	20.0	45.0	17.0	53.0	57.0	14.0	117.0	111.0	73.0	103.0	48.0	6.0	11.0	4.0	37.0	1020117.0	1694347.39238
114_S_0166.nii	9.0	14.0	24.0	35.0	4.0	54.0	83.0	63.0	19.0	79.0	57.0	60.0	31.0	70.0	5.0	15.0	18.0	22.0	29.0	26.0	50.0	29.0	62.0	61.0	18.0	105.0	131.0	88.0	41.0	63.0	7.0	9.0	5.0	33.0	970697.0	1476400.62226
023_S_0331.nii	9.0	17.0	30.0	24.0	5.0	54.0	77.0	41.0	18.0	85.0	46.0	42.0	42.0	47.0	7.0	15.0	16.0	16.0	22.0	17.0	37.0	16.0	55.0	56.0	11.0	99.0	78.0	75.0	40.0	46.0	7.0	6.0	2.0	45.0	1018000.0	1487863.44642
053_S_0507.nii	8.0	22.0	21.0	35.0	7.0	40.0	65.0	44.0	12.0	93.0	38.0	69.0	34.0	44.0	5.0	14.0	16.0	13.0	17.0	27.0	46.0	22.0	49.0	57.0	17.0	95.0	74.0	79.0	30.0	48.0	9.0	8.0	4.0	22.0	879914.0	1290003.93638
018_S_0155.nii	17.0	19.0	32.0	42.0	8.0	71.0	114.0	60.0	23.0	111.0	52.0	59.0	57.0	61.0	7.0	39.0	17.0	21.0	24.0	26.0	64.0	19.0	72.0	85.0	12.0	133.0	148.0	88.0	64.0	71.0	8.0	16.0	4.0	52.0	1062423.0	1742021.77663
128_S_0227.nii	8.0	20.0	27.0	30.0	9.0	37.0	86.0	58.0	17.0	76.0	55.0	55.0	47.0	50.0	9.0	14.0	15.0	19.0	29.0	20.0	53.0	28.0	51.0	59.0	11.0	96.0	72.0	76.0	40.0	51.0	6.0	9.0	6.0	51.0	935619.0	1466100.46022
126_S_0891.nii	7.0	19.0	30.0	33.0	7.0	46.0	68.0	50.0	20.0	91.0	49.0	54.0	59.0	67.0	7.0	17.0	20.0	14.0	21.0	34.0	46.0	20.0	52.0	51.0	18.0	103.0	100.0	79.0	41.0	42.0	8.0	11.0	3.0	30.0	908532.0	1438217.2662
053_S_0621.nii	9.0	15.0	29.0	36.0	5.0	58.0	97.0	68.0	22.0	126.0	61.0	69.0	42.0	72.0	8.0	25.0	20.0	15.0	25.0	26.0	63.0	26.0	69.0	71.0	11.0	135.0	125.0	69.0	48.0	69.0	7.0	8.0	6.0	31.0	1306416.0	1827450.30242
137_S_0283.nii	10.0	16.0	22.0	34.0	5.0	49.0	76.0	58.0	22.0	88.0	46.0	63.0	37.0	48.0	8.0	26.0	17.0	16.0	27.0	24.0	48.0	19.0	59.0	55.0	20.0	100.0	118.0	80.0	47.0	54.0	11.0	8.0	5.0	42.0	1160263.0	1645046.07471
037_S_0552.nii	8.0	18.0	18.0	29.0	8.0	57.0	85.0	61.0	19.0	105.0	45.0	73.0	46.0	56.0	7.0	14.0	14.0	11.0	23.0	26.0	45.0	25.0	58.0	51.0	10.0	75.0	92.0	70.0	40.0	49.0	8.0	9.0	4.0	33.0	942757.0	1468983.46969
010_S_0420.nii	7.0	18.0	28.0	39.0	6.0	57.0	64.0	54.0	20.0	115.0	53.0	79.0	60.0	57.0	7.0	23.0	16.0	14.0	26.0	21.0	46.0	29.0	62.0	62.0	20.0	108.0	126.0	74.0	52.0	59.0	8.0	8.0	5.0	45.0	1074998.0	1435642.16851
007_S_0068.nii	6.0	18.0	32.0	36.0	5.0	67.0	57.0	57.0	17.0	98.0	51.0	64.0	52.0	60.0	6.0	18.0	19.0	13.0	10.0	24.0	51.0	22.0	60.0	50.0	4.0	109.0	105.0	65.0	45.0	52.0	11.0	7.0	5.0	22.0	960833.0	1381692.3831
109_S_0950.nii	9.0	29.0	28.0	35.0	8.0	49.0	65.0	45.0	15.0	97.0	60.0	54.0	47.0	43.0	4.0	21.0	17.0	17.0	33.0	29.0	44.0	29.0	53.0	58.0	14.0	89.0	92.0	81.0	39.0	37.0	8.0	8.0	5.0	23.0	926591.0	1610753.13841
029_S_0843.nii	8.0	31.0	34.0	41.0	8.0	49.0	96.0	75.0	18.0	106.0	53.0	69.0	38.0	59.0	9.0	26.0	25.0	15.0	32.0	28.0	71.0	38.0	79.0	66.0	20.0	119.0	117.0	81.0	72.0	70.0	9.0	14.0	9.0	62.0	1091978.0	1679847.68166
099_S_1034.nii	9.0	18.0	26.0	36.0	10.0	60.0	92.0	62.0	19.0	103.0	48.0	77.0	52.0	61.0	5.0	22.0	18.0	19.0	19.0	27.0	45.0	13.0	64.0	72.0	13.0	127.0	110.0	82.0	49.0	58.0	10.0	14.0	5.0	49.0	1200051.0	1858947.26372
141_S_1152.nii	11.0	17.0	42.0	34.0	6.0	43.0	86.0	54.0	23.0	97.0	54.0	66.0	48.0	76.0	6.0	17.0	15.0	17.0	20.0	25.0	54.0	31.0	72.0	62.0	6.0	100.0	159.0	83.0	55.0	54.0	9.0	12.0	5.0	73.0	851658.0	1365904.07054
037_S_0454.nii	7.0	20.0	28.0	34.0	4.0	60.0	96.0	49.0	21.0	103.0	62.0	77.0	34.0	61.0	7.0	14.0	19.0	20.0	27.0	28.0	53.0	36.0	65.0	53.0	20.0	108.0	93.0	86.0	45.0	56.0	9.0	9.0	3.0	33.0	973345.0	1440760.46184
014_S_1095.nii	9.0	23.0	28.0	35.0	9.0	77.0	82.0	60.0	28.0	82.0	52.0	77.0	44.0	56.0	8.0	16.0	24.0	59.0	29.0	19.0	52.0	27.0	64.0	72.0	19.0	111.0	118.0	89.0	64.0	56.0	8.0	20.0	7.0	46.0	982626.0	1598660.01833
023_S_0061.nii	8.0	30.0	36.0	28.0	10.0	48.0	71.0	47.0	21.0	83.0	54.0	69.0	34.0	57.0	11.0	18.0	21.0	25.0	26.0	27.0	51.0	27.0	50.0	57.0	15.0	96.0	111.0	64.0	46.0	53.0	10.0	9.0	7.0	134.0	960078.0	1455375.8741
136_S_0695.nii	5.0	24.0	32.0	46.0	4.0	63.0	88.0	54.0	22.0	130.0	44.0	75.0	50.0	164.0	8.0	16.0	18.0	20.0	24.0	44.0	62.0	27.0	67.0	69.0	27.0	119.0	104.0	101.0	48.0	71.0	8.0	10.0	4.0	48.0	1119454.0	1730073.36464
141_S_1004.nii	7.0	18.0	18.0	29.0	5.0	49.0	74.0	60.0	20.0	73.0	41.0	57.0	28.0	63.0	3.0	17.0	16.0	14.0	22.0	30.0	46.0	25.0	52.0	51.0	16.0	79.0	126.0	86.0	41.0	55.0	10.0	10.0	8.0	25.0	893807.0	1462149.45158
114_S_0979.nii	9.0	19.0	16.0	31.0	6.0	49.0	106.0	63.0	20.0	94.0	49.0	50.0	35.0	58.0	7.0	17.0	12.0	16.0	19.0	18.0	48.0	30.0	50.0	52.0	11.0	97.0	100.0	73.0	41.0	42.0	9.0	11.0	4.0	23.0	948934.0	1618600.69067
100_S_1062.nii	7.0	16.0	31.0	39.0	5.0	47.0	92.0	56.0	27.0	89.0	52.0	67.0	53.0	52.0	5.0	12.0	17.0	17.0	25.0	20.0	46.0	29.0	60.0	71.0	13.0	101.0	97.0	95.0	40.0	56.0	9.0	9.0	4.0	28.0	1088669.0	1624972.26497
109_S_0777.nii	10.0	13.0	18.0	29.0	8.0	55.0	69.0	47.0	14.0	81.0	54.0	48.0	45.0	50.0	6.0	19.0	17.0	15.0	16.0	21.0	44.0	23.0	63.0	50.0	7.0	97.0	112.0	74.0	40.0	52.0	10.0	8.0	4.0	32.0	1027329.0	1494595.85036
027_S_0307.nii	5.0	15.0	29.0	31.0	5.0	52.0	91.0	67.0	23.0	95.0	46.0	59.0	36.0	62.0	7.0	15.0	18.0	12.0	27.0	29.0	55.0	24.0	57.0	58.0	15.0	118.0	114.0	84.0	45.0	62.0	8.0	10.0	5.0	35.0	1009510.0	1497267.902
018_S_0055.nii	10.0	14.0	33.0	31.0	8.0	63.0	85.0	71.0	16.0	100.0	76.0	69.0	52.0	65.0	6.0	21.0	19.0	21.0	31.0	35.0	46.0	21.0	75.0	81.0	12.0	121.0	123.0	78.0	61.0	63.0	13.0	11.0	5.0	42.0	1160395.0	1864795.39059
130_S_0956.nii	5.0	23.0	32.0	38.0	5.0	62.0	82.0	65.0	26.0	107.0	45.0	62.0	44.0	66.0	8.0	19.0	21.0	18.0	26.0	30.0	41.0	28.0	65.0	67.0	19.0	115.0	115.0	74.0	55.0	59.0	10.0	7.0	5.0	32.0	1050762.0	1396831.25164
114_S_0601.nii	8.0	16.0	26.0	25.0	5.0	50.0	84.0	63.0	25.0	90.0	58.0	56.0	36.0	59.0	4.0	18.0	17.0	13.0	22.0	18.0	44.0	27.0	56.0	44.0	16.0	92.0	122.0	72.0	37.0	51.0	7.0	12.0	4.0	41.0	987425.0	1638802.002
116_S_1315.nii	4.0	18.0	28.0	31.0	4.0	56.0	69.0	51.0	16.0	94.0	46.0	74.0	32.0	58.0	7.0	19.0	18.0	12.0	22.0	33.0	52.0	22.0	64.0	61.0	13.0	84.0	91.0	77.0	43.0	47.0	7.0	8.0	4.0	42.0	1004210.0	1487073.02814
114_S_0458.nii	7.0	17.0	24.0	28.0	4.0	42.0	83.0	62.0	16.0	90.0	46.0	65.0	39.0	55.0	6.0	12.0	14.0	16.0	19.0	23.0	40.0	25.0	58.0	49.0	16.0	104.0	94.0	69.0	49.0	47.0	10.0	7.0	4.0	24.0	893319.0	1360942.68036
068_S_0473.nii	6.0	15.0	32.0	42.0	8.0	59.0	80.0	83.0	25.0	118.0	56.0	73.0	45.0	78.0	7.0	20.0	24.0	16.0	24.0	29.0	52.0	31.0	56.0	57.0	9.0	132.0	146.0	74.0	45.0	57.0	12.0	14.0	3.0	38.0	1146590.0	1651959.89018
073_S_0746.nii	10.0	13.0	24.0	32.0	6.0	65.0	79.0	53.0	23.0	86.0	55.0	57.0	38.0	51.0	10.0	12.0	16.0	17.0	20.0	22.0	47.0	20.0	59.0	62.0	13.0	86.0	110.0	75.0	46.0	58.0	8.0	11.0	9.0	44.0	1028076.0	1557171.13882
007_S_0698.nii	8.0	11.0	31.0	35.0	6.0	51.0	84.0	66.0	14.0	78.0	50.0	58.0	36.0	60.0	7.0	19.0	14.0	19.0	29.0	26.0	43.0	10.0	63.0	75.0	18.0	98.0	105.0	83.0	56.0	67.0	8.0	9.0	4.0	32.0	1073554.0	1637481.09465
041_S_0407.nii	11.0	21.0	33.0	34.0	8.0	57.0	76.0	80.0	27.0	102.0	56.0	73.0	43.0	59.0	16.0	20.0	18.0	20.0	25.0	35.0	48.0	41.0	54.0	58.0	15.0	146.0	115.0	80.0	53.0	59.0	12.0	11.0	7.0	34.0	963582.0	1590406.96712
057_S_0839.nii	6.0	19.0	27.0	36.0	10.0	48.0	75.0	59.0	19.0	78.0	56.0	51.0	36.0	47.0	8.0	17.0	20.0	12.0	23.0	15.0	45.0	24.0	52.0	54.0	14.0	84.0	88.0	64.0	32.0	44.0	7.0	15.0	3.0	33.0	819454.0	1232024.35841
018_S_0406.nii	9.0	25.0	32.0	27.0	6.0	63.0	71.0	48.0	15.0	91.0	44.0	68.0	33.0	44.0	8.0	22.0	22.0	15.0	23.0	28.0	41.0	100.0	63.0	62.0	16.0	87.0	112.0	79.0	52.0	53.0	7.0	10.0	4.0	50.0	925667.0	1482252.6369
005_S_0222.nii	4.0	19.0	32.0	36.0	9.0	53.0	73.0	49.0	18.0	98.0	44.0	61.0	41.0	58.0	6.0	16.0	27.0	25.0	27.0	25.0	56.0	25.0	55.0	71.0	18.0	108.0	100.0	88.0	43.0	47.0	9.0	12.0	6.0	30.0	962192.0	1522828.36497
114_S_1118.nii	10.0	22.0	30.0	41.0	7.0	57.0	90.0	64.0	18.0	95.0	47.0	51.0	41.0	54.0	9.0	14.0	25.0	15.0	23.0	20.0	65.0	35.0	66.0	70.0	18.0	112.0	125.0	92.0	57.0	59.0	11.0	9.0	6.0	60.0	977572.0	1563047.79362
018_S_0142.nii	6.0	15.0	22.0	39.0	6.0	56.0	88.0	58.0	29.0	89.0	44.0	72.0	34.0	67.0	11.0	18.0	21.0	16.0	23.0	26.0	48.0	29.0	59.0	81.0	13.0	88.0	115.0	72.0	38.0	49.0	8.0	8.0	9.0	30.0	1004337.0	1539025.21104
012_S_0932.nii	4.0	17.0	34.0	34.0	5.0	59.0	84.0	62.0	25.0	106.0	47.0	57.0	38.0	71.0	7.0	18.0	18.0	13.0	21.0	23.0	51.0	34.0	58.0	71.0	10.0	103.0	103.0	84.0	50.0	61.0	11.0	9.0	6.0	48.0	1099088.0	1697873.95347
136_S_0184.nii	8.0	15.0	31.0	29.0	6.0	44.0	78.0	53.0	17.0	85.0	50.0	65.0	44.0	50.0	7.0	18.0	27.0	21.0	32.0	28.0	49.0	30.0	70.0	49.0	12.0	105.0	134.0	65.0	43.0	46.0	10.0	11.0	4.0	51.0	912103.0	1283053.34193
002_S_0782.nii	8.0	27.0	27.0	47.0	6.0	60.0	83.0	47.0	16.0	102.0	51.0	91.0	53.0	57.0	7.0	14.0	24.0	18.0	27.0	46.0	42.0	27.0	51.0	75.0	19.0	102.0	117.0	83.0	42.0	52.0	13.0	10.0	4.0	51.0	1015659.0	1704867.95708
037_S_1421.nii	7.0	12.0	24.0	29.0	3.0	59.0	87.0	60.0	17.0	91.0	51.0	61.0	50.0	66.0	7.0	18.0	17.0	18.0	25.0	17.0	48.0	20.0	73.0	62.0	15.0	92.0	101.0	79.0	45.0	57.0	6.0	8.0	5.0	43.0	921841.0	1353925.09641
128_S_0770.nii	12.0	18.0	20.0	29.0	13.0	58.0	101.0	56.0	13.0	86.0	52.0	64.0	30.0	62.0	5.0	13.0	16.0	15.0	28.0	24.0	45.0	26.0	241.0	50.0	21.0	83.0	124.0	68.0	41.0	43.0	8.0	11.0	4.0	51.0	968055.0	1516656.32414
123_S_0108.nii	14.0	14.0	30.0	36.0	6.0	53.0	112.0	71.0	22.0	102.0	59.0	71.0	29.0	61.0	6.0	15.0	20.0	18.0	25.0	17.0	55.0	21.0	72.0	61.0	15.0	119.0	139.0	83.0	54.0	67.0	14.0	9.0	6.0	36.0	1052155.0	1560072.28353
022_S_1351.nii	6.0	24.0	24.0	26.0	4.0	52.0	83.0	62.0	15.0	80.0	61.0	61.0	37.0	65.0	6.0	14.0	17.0	18.0	28.0	24.0	42.0	29.0	48.0	58.0	24.0	106.0	110.0	80.0	48.0	59.0	10.0	11.0	7.0	33.0	1029984.0	1518683.82913
011_S_0362.nii	6.0	8.0	22.0	34.0	8.0	58.0	65.0	51.0	17.0	109.0	47.0	69.0	41.0	58.0	8.0	17.0	14.0	22.0	18.0	36.0	54.0	21.0	63.0	57.0	10.0	81.0	89.0	68.0	60.0	54.0	7.0	16.0	4.0	35.0	905523.0	1359382.554
128_S_0947.nii	10.0	15.0	19.0	29.0	4.0	48.0	72.0	64.0	11.0	76.0	61.0	56.0	44.0	52.0	4.0	16.0	16.0	14.0	18.0	22.0	42.0	25.0	49.0	64.0	10.0	92.0	105.0	80.0	34.0	48.0	10.0	11.0	5.0	543.0	838788.0	1338705.79519
